book_title,author,reader_review,rating,label,review_length
le glork,guillaume carbonneaux,après avoir détruit par mégarde une civilisation entière le capitaine hamète et son équipage décident pour se racheter de sauver le dernier survivant de la race glork et de tenter de rectifier leur erreur en effectuant un voyage dans le passé,5.0,1,242
petits crimes japonais,kyotaro nishimura,huit nouvelles policières vintage sympathiques teintées d humour noir portant des titres intriguants et aux chutes imprévisibles et surprenantes,4.0,1,144
rencontre avec le bonheur,patricia noblet,j ai connu patricia noblet sur les réseaux sociaux quand j ai appris qu elle se lançait dans l écriture il me semblait évident que j allais la suivre et la soutenir dans cette aventure néanmoins c est avec appréhension que j ai débuté ma lecture mais au bout de quelques lignes elle s est envolée pour laisser la place à l excitation et à l impatience,5.0,1,351
captive tome 3 les autres,julie jean baptiste,captive tome 3 les autres,5.0,1,25
l île des disparus tome 2 le secret du brouillard,camilla sten,j aime vraiment beaucoup l univers de cette saga autant c est jeunesse autant le personnage est une ado l histoire ne cherche pas à ce que tout soit facile pour elle l histoire est très bien construite et réaliste dans son coté fiction elle doit réfléchir et trouver des solutions tout ne vient pas tout seul et les émotions ressenties et partagées avec le lecteur sont vraiment juste avec les situations vécues bref je suis fana de cette série vivement la lecture du 3ème,5.0,1,472
si je mens tu vas en enfer,sarah pinborough,je me suis retrouvée à lire ce livre pensant y retrouver l esprit du mon amie adèle qui m avait tenue en haleine mais ici rien de fantastique pas de surprise sur le déroulement de l intrigue le roman se découpe en 3 parties dont la première est assez longuette avec les histoires d adolescentes pseudo rebelles pas très interessantes l histoire prend vraiment un intérêt pendant la partie deux malgré cela dans cette histoire j ai découvert plusieurs éléments révélations bien avant qu ils ne soient révélés ce qui a quelque peu gâcher le plaisir la fin étant du coup plus que prévisible,2.5,-1,587
la fille à moto,amy novesky,voici un album atypique à la fois simple et riche de mille choses qui nous entraîne dans un beau périple un fabuleux voyage autour du monde à la découverte des visages des paysages aux côtés d une femme vaillante portée par le désir d ailleurs et la rencontre des autres partie sur sa moto un album pour les enfants et pour les plus grands immanquable,5.0,1,351
la proie du windigo,mélanie dufresne,j ai adoré lire cette trilogie personnage très intéressant ellie nous montre qu on n a pas besoin d avoir des pouvoirs pour être forte le windigo doit être mon personnage favori dans l histoire l univers que l autrice à crée est vraiment incroyable etant fans du style fantasy ça a été incroyable de pouvoir découvrir le folklore québécois une variété énorme de créature dont je n avais jamais entendu parler avant j ai aussi apprécié le soin apporté au personnage secondaire qui amène quelque chose dans l histoire de ces questions qui viennent tout le long de l histoire et de ces réponses qui tardent a venir par moment,5.0,1,622
honorair kozak,tommy wieringa,avertissement je n ai pas du tout apprécié ce livre de wieringa mais c est personnel sur goodreads il a en moyenne 3 42 sur le site néerlandais hebban 3 5 ce qui est une bonne note pour un livre qui cela est sûr ne fait pas partie de ses meilleurs,1.0,-1,247
pour noël je te veux toi,lil evans,j avais été séduite par la couverture j avais été séduite par les punchlines que saupoudrait ça et là lil evans sur les réseaux j avais été séduite par les deux thèmes principaux noël et romance les ingrédients les plus parfaits qui soient j avais simplement peur de l humour car noël est une affaire sérieuse pour moi tout comme l amour pour avoir déjà lu des romances feel good je sais que l humour y tient une place assez importante que je n apprécie que rarement poussé trop loin ou mal dosé l humour devient vite empoisonnant à mes yeux autant j ai le le rire facile autant dans les romances rien n est acquis j ai une affection toute particulière pour l humour à l anglaise que je ne retrouve nulle part,5.0,1,709
24 heures dans l egypte ancienne,donald p ryan,l archéologue donald p ryan met en scène en 24 chapitres autant de personnages vivant à thèbes sous le règne du pharaon amenhotep ii dont pharaon son épouse et son vizir aménémopé cela commence à minuit par une accoucheuse et se termine 24 heures plus tard par un pilleur de tombes de nombreux corps de métiers sont représentés du paysan au scribe de la pleureuse à la prêtresse des dignitaires comme des esclaves des femmes de la noblesse comme des ménagères,3.5,0,459
allunia tome 2,tiphs,tout d abord je voulais juste féliciter tiphs pour cette couverture juste splendide ainsi que toute les illustrations au début de chaque chapitre qui sont juste magnifique,5.0,1,171
la passeuse de mots tome 2 l oeil de vérité,alric jennifer twice,j ai déjà beaucoup apprécié le tome 1 qui était un coup de cœur pour moi mais alors là il est incroyable je suis vraiment fan de ce livre je l ai lu une dizaine de fois je vous le recommande l histoire est vraiment incroyable même si je l ai trouvé très triste mais aussi très émouvante,5.0,1,286
tout ce que je veux pour noël c est toi,phoenix b asher,une très belle histoire avec pour fond la magie de noël,4.0,1,55
c est la révolution tome 1 prisonniers de la bastille,bertrand puard,c est un roman jeunesse qui relate l histoire de camille sous fond de la prise de la bastille le 14 juillet 1789 c est une chouette histoire qui permet de connaître mieux les différents éléments de cette révolution on cotoie aussi la situation de la femme de ce livre à cette époque où une femme ne peut être cultivée ici camille rêve de devenir médecin et essaie de rassembler toutes les opportunités pour le devenir,3.0,0,417
petite histoire de la voiture piégée,mike davis,le xxeme siècle est marquée par l invention de deux armes meurtrières qui ont réinventé la façon dont les hommes font la guerre depuis les débuts de l humanité l arme atomique et la voiture piégée mike davis s intéresse à la seconde qui a suscité beaucoup moins de littérature est ce la réponse du pauvre aux capacités de destruction massive des superpuissances les rendant obsolètes,4.5,1,383
les jours de mon abandon,elena ferrante,roman écrit par la meme autrice de la sage l amie prodigieuse elena ferrant nous plonge encore une fois dans son pays natal qui est l italie pas celle des années 70 mais d aujourd hui et de façon contemporaine cette histoire se distingue toutefois de la sage par son intrigue basé essentiellement sur la rupture amoureuse et la folie qui en découle,4.5,1,348
les aventures inattendues d olympe valoese,s l pennyworth,olympe était au beau milieu de ses travaux de recherche quand deux hommes sont venus la chercher en un instant par l intermédiaire d une étrange montre à hologramme elle a été propulsée dans un autre lieu elle quitte soudainement les archives à aix en provence pour le palais des tuileries plus étonnant encore la voilà plongée dans une autre version de son monde olympe vient d effectuer un voyage interdimensionnel,3.5,0,416
la pâtissière de long island,sylvia lott,une très bonne saga familiale qui mêle la fiction avec l histoire,4.0,1,65
jouissance club,jüne plã,un ouvrage décomplexant et ouvert donnant la part libre au plaisir et à l attention de l autre à une sexualité épanouie seul e ou à plusieurs,4.0,1,141
cellule 24 tome 1,maxime gillio,un nouveau maxime gillio jeunesse avec mes petits fans de super héros origine je ne pouvais pas passer à côté assez difficile de se le procurer mais l attente en valait la chandelle en effet le livre est vraiment beau visuellement format d un roman broché couverture semi rigide avec le dos arrondi extérieur des pages de couleur bleue marine et illustrations entre chaque chapitre pour le petit côté fun et ludique l auteur a inséré des pages du manuel de survie à usage des agents de la cellule 24 chaque extrait introduit le chapitre à venir et prodigue un conseil à l ado espion,5.0,1,582
le repaire,lyne debrunis,commentaire de livia,5.0,1,20
les piliers de la terre,ken follett,une grande histoire qui m a happée dès les première pages c est un véritable roman d aventure riche en personnages et rebondissements,5.0,1,133
lazy bird,andrée a michaud,lazy bird andrée a michaud,3.0,0,26
terreur,simmons dan,une grande histoire qui prend son temps et va au bout de son concept quitte à parfois tomber dans des épisodes un peu anecdotiques et bizarres,4.0,1,142
sur la route,domino,ce recueil nous raconte trois histoires trois courtes nouvelles sur deux étrangers qui sur leurs routes auront la chance de croiser quelqu un qui pourrait bien changer leur vie,4.0,1,176
impératrice orchidée tome 1 la concubine,anchee min,dans ce livre nous sommes propulsé dans une chine à la dérive expédié dans des traditions et des croyances qui ne lui permette pas d affronter la géopolitique mondial,3.5,0,166
les étoiles brillent plus fort en hiver,sophie jomain,très déçue,1.0,-1,10
la nuit où les étoiles se sont éteintes,nine gorman,voici une belle rencontre à laquelle je ne m attendais pas le résumé qui est en fait n en dévoile absolument rien et je me suis prise d affection pour finn et sa bande d amis si atypique un jeune homme que la vie n a pas épargné et qui y retrouve goût grâce à leur soutien un livre de colère et de douceur à la fois de non dits et de déclarations à la fois comme des étoiles dans la nuit un beau roman qui ne vous laisse pas different,5.0,1,434
dune tome 1,frank herbert,j ai lu ce livre en 2021 il m a surpris par son absence presque totale de descriptions ce qui rend assez difficile de se représenter cet univers pourtant intriguant et original,3.0,0,176
elle voulait juste être heureuse,géraldine dalban moreynas,elle elle aime l amour la passion elle aime quand ça vibre quand ça brûle elle aime à la folie sa fille et les hommes qu elle rencontre aussi,5.0,1,141
cat s eye tome 8 nouvelle édition,tsukasa hojo,course de ski à obstacles légende hivernale course de dragster gadgets dignes de james bond trésors etc les sœurs vont vivre une aventure palpitante cette histoire va couvrir tout l album c est la première fois que cela arrive et c est une très bonne chose car il n y a ni pauses ni de chapitres superflux de plus l inspecteur va enfin avoir un vrai doute sur le vrai visage de cat s eyes le gros point faible de la série est donc résorbé,5.0,1,438
l année où je t ai rencontré,cecelia ahern,lecture agréable sans être transcendante,3.5,0,40
la nuit des temps,rené barjavel,une première partie excellente qui m a presque replongé dans l univers de lovecraft la suite est très conventionnelle et rappelle une science fiction un peu dépassées l écriture est très simple et l histoire se déroule au fil des pages comme un scénario de film,3.0,0,261
tu me vois,stephanie blake,mon petit dernier aime les histoires où il participe en soulevant des rabats et où il doit chercher avec le personnage de l histoire,3.5,0,132
blades hockey tome 4 play with fire,maria luis,chronique de diana,5.0,1,18
le bonheur est un papillon,trécourt marilyse,un roman qui donne le sourire vous arrache quelques larmes surtout si vous êtes sensible comme moi,4.0,1,98
roomies,christina lauren,roomies christinalauren hugonewromance,3.0,0,38
layla,colleen hoover,chronique d audrey,3.5,0,18
le cycle de fondation tome 2 fondation et empire,isaac asimov,cet opus est bien plus facile à lire que le premier les nouvelles sont plus longues et l histoire bien plus riche en rebondissements les personnages sont ainsi plus développés et attachants tout cela sans perdre la cohérence de cet univers qui se développe toujours de manière aussi intelligente,4.0,1,295
mamie luger,benoît philippon,c est avec finesse et dextérité que l auteur manie l humour et les antagonismes parce que oui ce livre est un mélange de malice et de gravité de bêtise masculine et de légèreté de guerre et d amour le personnage principal berthe cent deux ans personnifie cette complexité au début on a du mal à y croire on peine mais on se laisse finalement porter par cette mélodie et ce phrasé d une délicatesse de camionneur a travers des aller retours entre passé et présent on pleure et on rit on s énerve et on s amuse berthe est attachante le sujet profond cette mamie est une femme qui a traversé les âges et les traumatismes inhérents à la guerre et à la condition féminine on oublierait presque les solutions qu elle a trouvées pour garantir sa liberté,4.0,1,746
clapas,isao moutte,quand un autocar de touristes et une voiture avec deux passagers se retrouvent coincés sur une petite route de montagne isolée à cause d un éboulement les personnages n ont pas d autres choix que de continuer à pieds pour espérer capter un peu plus loin pour appeler à l aide pensant trouver de l aide auprès de deux chasseurs en pickup ils ne savent pas que leurs vies peuvent changer en peu de temps,4.0,1,401
la barbe du père noël,rosie greening,le père noël veut une nouvelle barbe il va donc voir le barbier lutin qui lui propose des barbes toutes aussi originales les unes des autres,4.0,1,140
la grâce,thibault de montaigu,thibault de montaigu nous délivre une histoire très personnelle celle d une errance existentielle et identitaire si la religion et plus particulièrement la foi imprègne ce chemin lui donne une forme il me semble tout de même qu elle n est qu une surface où se reflète des questionnements autres dans un va et vient constant entre son oncle franciscain christian et sa propre vie l auteur nous invite sur le chemin du sens même de la vie dans l au delà de celle ci la transcendance autrement dit la grâce,3.5,0,503
phoenix ashes tome 3 5 mia,fleur hana,encore un bon moment avec les phoenix,3.5,0,37
l agence des miracles,sofia giovanditti,l agence des miracles sofia giovanditti editionsjouvence,5.0,1,56
les âmes du temps perdu,david perroud,les âmes du temps perdu davidperroudauteur editionsjouvence,5.0,1,59
histoire d une flippée de l engagement mais qui ne voulait pas finir célibataire,jupiter phaeton,après avoir dévoré dawn levon j avais hâte de repartir à green lake pour de nouvelles aventures je pensais dans un premier temps lire une romance mais il s agit plus d un roman feel good et donc certaines choses m ont un peu manqué au niveau de l intrigue j ai eu un peu de mal avec l héroïne qui est agaçante à ses moments mais heureusement brad sauvera la mise,3.5,0,362
kharikléa,alexandre jacquel,j ai pris beaucoup de plaisir à lire ce récit c est un thriller fantastique à la indiana jones très intéressant,4.5,1,111
la mort d une sirène,a j kazinski,une histoire intrigante des personnages attachants mais des détails pouvant parfois choquer bref un livre prometteur mais voilà le personnage principal n est autre que le célèbre auteur de contes andersen et ce n est pas pour nous déplaire qu enfin l on rencontre une bonne réécriture d un conte qui ici n est autre que la petite sirène nous trouvons ici une peinture réaliste de la société du 18ème avec ses atouts et ses défauts et dont comme dit précédemment parfois choquante car cette réalité dont nous nous doutons est donc confirmée,4.5,1,539
la trilogie de l eugord tome 1 la trahison des alchimistes,breth harken,j écris cette critique après avoir relu le tome 1 et lu le tome 2 qui est sorti récemment mais je ne parlerais que du tome 1,5.0,1,124
petit poilu tome 15 l expérience extraordinaire,pierre bailly,je trouve l histoire assez violente et difficile à raconter c est plus ou moins une séance de torture et cela introduit des sujets avec lesquels ma fille n avait aucun problème créant chez elle plus de confusion qu autre chose je ne recommande pas ce volume,1.0,-1,257
a vos souhaits,fabrice colin,j ai choisi au hasard cet ouvrage dans la bibliothèque de ma ville le résumé m a paru original et drôle même si les premiers chapitres ne m ont pas accroché aussitôt je reconnais que j ai voulu connaitre le reste de l histoire j ai pu sourire à certains passages et on sent le potentiel de l écriture mais une fois arrivé au bout du livre j étais finalement soulagé de ne pas en avoir davantage chaque événement est anodin et a peu d influence sur la suite c est comme si l histoire ne démarrait jamais réellement et que certaines questions restaient sans réponse,2.5,-1,563
calame tome 1 les deux visages,paul beorn,un bon roman qui peut rappeler par moment les deux royaumes les amateurs de ce dernier apprécieront ce livre,3.0,0,108
dirty devil,l j shen,semi coup de,5.0,1,12
suis du doigt l éléphant,benoît broyart,c est avec plaisir et intérêt que j ai découvert la maison d édition la cabane bleue les valeurs d écologie et de protection de notre planète sont tout aussi bien exprimées dans le choix des matériaux du livre la couverture cartonneuse et rigide est très agréable au toucher que dans le récit sur les éléphants le tout sans être agressif pour autant ce que j ai beaucoup appréciée le format un peu particulier du livre suis du doigt m a interpellée et assez amusée durant la lecture où je me suis prêtée au jeu de longer de l indexe les lignes pointillées afin de cheminer à travers les différents aspects de la vie du mammifère gris je dois tout de même avouer m être quelque peu perdue en lisant avec cette méthode les couleurs des illustrations sont particulièrement bien choisies et cohérentes créant une ambiance cohérente tout au long du livre pour moi le texte semble un peu trop poussé pour de jeunes enfants malgré l inscription à partir de 3 âge au dos du livre très bel ouvrage je conseille vraiment car c est un plaisir à lire en plus d être enrichissant,4.5,1,1066
à la poursuite du soleil,halle karina,j ai adoré cette histoire le passé des personnage leur histoire leur très de caractère ainsi que leur façon d être ils sont tous très attachants l histoire entre les deux personnage nous donne beaucoup de suspens un livre sans prise de tête je vous le recommande,5.0,1,262
orgueil et préjugés,jane austen,,5.0,1,0
femme de couleurs,samia oroseman,je ne connaissais pas cette humoriste avant de lire son livre celui ci est très bien écris avec beaucoup d humour l histoire de sa vie est passionnante j ai passé un très bon moment avec cette lecture la façon d être de samia est très inspirante et donne de la motivation,5.0,1,271
changer l eau des fleurs,valérie perrin,comment évoquer un sujet aussi douloureux que le deuil tout en gardant à la fois une poésie et une justesse dans l émotion on ne ressort pas indemne de ce roman je m attendais à un simple roman feel good et j ai été bouleversée un roman à lire et à relire,5.0,1,255
la jeunesse de blueberry tome 13 il faut tuer lincoln,françois corteggiani,affreux cortéggianni et blanc dumont s emmêles les crayons ont se croirait chez tartine au far west même les tuniques bleus est plus vraisemblable blueberry traverse tout les states du nord au sud voir jusqu au mexique sans changer de chemise habiller en cow boy de cirque plus rien a voir avec la bio de charlier l année 1864 est interminable au moins dix albums la pire reprise qu il existe en bd a mettre au pilon d urgence,0.5,-1,426
à fond les manettes,thomas scotto,un très bon livre jeunesse qui prouve si c était encore nécessaire qu on peut être une fille et aimer l aventure et les courses de voiture une relation grand mère petite fille touchante dessins hauts en couleur l association d une version audio ajoute un vrai plus il est d autant plus facile de s imprégner de l histoire,4.0,1,321
profession du père,sorj chalandon,ce livre est l expression d une souffrance celle d une enfance brisée,4.0,1,69
jack et la grande aventure du cochon de noël,j k rowling,un jour holly la demi sœur de jack agacée jette le cochon en peluche lc de celui ci sur l autoroute en quelques instants le meilleur ami de jack le compagnon de tous les instants est perdu jack est inconsolable que va t il devenir sans lo cochon qui peut mieux le comprendre que son plus fidèle ami,4.0,1,298
chasseuse d âmes tome 1 la danse des ombres,megära nolhan,lors des masses critiques j ai l habitude de ne pas demander de titres édités par des maisons que je ne connais pas la faute à des désillusions passées pourtant cette fois ci j ai décidé de passer outre mes préjugés notamment grâce au résumé du roman et j ai plutôt bien fait car j ai bien envie de connaître la suite,3.5,0,317
maudit manège,philippe djian,un livre comme un feu d artifice c est beau même si ça ne vous amène nulle part l histoire est secondaire mais quel style aujourd hui on dirait une punchline par page des trucs comme je me sentais comme un seau d eau qui regarde une allumette j ai commencé à corner les pages pour noter les citations et puis j ai maudit djian j avais plus de cinquante pages de cornées et pas l envie de passer des heures à tous noter,5.0,1,418
parfum d étrange tome 1 éclosion,marie boulay,l histoire est agréable à lire l écriture fluide nous transporte dans l univers du parfum cela m a permis d en apprendre beaucoup sur le sujet et c est très intéressant l auteure arrive à nous faire sentir les effluves dont elle parle à travers ses mots,4.0,1,253
le déchu tome 1 renaissance,ronan gouedard,je vais allez droit au but c est un véritable coup de coeur dès les premières pages on se retrouve plongé dans l action dans l intrigue merveilleuse du roman,5.0,1,157
grace l intrépide,karine miermont,entre documentaire témoignage et fiction c est l histoire de grace prostituée nigériane du bois de vincennes elle y raconte son exil sa vie quotidienne de prostituée et sa rédemption a sa voix se mêlent les récits de gabrielle jeune femme qui travaille pour une ong à leurs côtés d agathe avocate qui agit pour l abolition de la prostitution et d eric policier chargé de la répression de la traite des êtres humains karine miermont a enquêté sur ce milieu pour écrire ce livre poignant grace doit se prostituer pour montrer à sa famille qu elle a de l argent malgré la honte elle est la fusion de plusieurs de ces filles du bois aux prénoms anglais joy happy princess ou beauty avec ces points communs la dette et l emprise de la famille la rencontre avec gabrielle de l association sera cruciale pour l avenir de grace malgré les souffrances du corps l emprise des madam et l exploitation il y a des moments de gaieté entre elles au salon de coiffure au défilé de mode et la parole a une grande importance elles parlent en pidgin ou broken english mélange d anglais et de dialectes dont le rythme la musique et les interjections qui ponctuent les expressions de grace donnant un style très particulier au récit un très beau témoignage écrit avec maitrise et un grand respect pour ces femmes de la dark road,4.0,1,1307
père fils tome 1,mi tagawa,voilà un premier tome très chouette les personnages sont attachants on est vite ému par leur histoire et le lien entre ce père et son fils de belles illustrations et des chapitres prenants bref un début de série vraiment super qui donne envie de découvrir la suite,4.0,1,264
titan,frédéric zumbiehl,dans ce roman on est transporté dans l univers de la parapsychologie télékinésie le roman est construit dans l esprit d un film grand spectacle,4.0,1,143
mémoires de thirgoths,jo riley black,j ai retrouvé avec plaisir la plume de jo riley black pour ce tome 2 la chanson qui me vient spontanément pour illustrer cette histoire est a war is coming de jeanne added après le final époustouflant du tome 1 nous retrouvons nos personnages en proie à leurs incertitudes leurs doutes et encore une fois ils devront se dépasser si le premier livre se concentrait sur jenny j ai aimé suivre lucinda dans cette nouvelle aventure de nouvelles têtes font également leur apparition et c est un grand plaisir de les découvrir l autrice a su donner du rebond à son intrigue en nous offrant un nouveau pan de l univers des thirgoths une réussite,5.0,1,638
changer d altitude quelques solutions pour mieux vivre sa vie,bertrand piccard,je ne connais pas bertrand piccard c est un homme qui a plus d une corde à son arc un profil atypique il est suisse né en 1958 c est un homme de sciences il est psychiatre sa zone de confort est beaucoup plus étendue que la mienne assurément c est un explorateur explorateur du subconscient et de son environnement il est aussi environnementaliste je dois avouer que je l admire il réussit grâce à sa confiance en lui sa persévérance et son audace à relier les hommes entre eux ensemble ils concrétisent des projets comme solar impulse et le tour du monde en ballon,3.5,0,565
blake et mortimer tome 6 la marque jaune,edgar pierre jacobs,cet album est un chef d œuvre de la bande dessinée le scénario qui a bien des égards est avant gardiste détournement de la science à des fins belliqueuses est soutenu par un dessin précis qui nous plonge admirablement dans une ambiance londonienne légendaire sombre froid pluie lieux comme d hab avec jacobs on retrouve une narration courtoise qui participe au style unique de ces albums,4.5,1,387
les vagues ne meurent jamais,pierre grand dufay,coup de cœur,5.0,1,12
le bagage de l âme,créoline de venfré,mon précieux nan,5.0,1,16
acqua alta,joseph brodsky,c était une nuit de vent et avant même que ma rétine ait enregistré quoi que ce soit je fus submergé par une sensation de bonheur total mes narines étaient frappées de ce qui en a toujours été pour moi le synonyme l odeur des algues glacées,5.0,1,240
le voyage dans l est,christine angot,même si christine angot raconte toujours la même histoire et qu on est en overdose d incestes révélés en littérature contemporaine quoiqu il soit essentiel de régler les comptes avec son passé elle réussit là un tour de force à la fois styliste et narratif le lecteur accompagne avec clairvoyance chacune de ses rechutes la fatalité de ce destin nous prend aux tripes pas de faux semblant de larmoiement ou de victimisation c est sobre juste et terriblement vraisemblable bravo christine la franchise et la résilience sont des atouts majeurs pour la guérison de toutes celles et tous ceux qui ont vécu l inceste,4.0,1,611
l éternel fiancé,agnès desarthe,tout ce qui n est pas écrit disparait,3.0,0,37
le plus noir des crimes,phyllis dorothy james,où une fois encore la puissance d un récit ne dépend pas du nombre de pages,4.0,1,75
gaby bernier tome 1,pauline gill,une découverte d une couturière majeure de montréal contemporaine de coco chanel on a trés envie de lire le tome 2 car on reste sur sa faim quelle est la suite de cette story vécue et réelle,3.5,0,190
les abolitions de l esclavage n 4098,marcel dorigny,excellent travail historique rigoureux factuel qui permet de voir combien ce type de combat se répète suivant le même séquencement au travers l histoire,4.5,1,152
germine et gédéon,astrid stérin,parmi les 3 nouvelles gratuites publiées par astrid stérin à ce jour 12 décembre 2021 celle ci est celle que j ai le plus appréciée et je la recommande vivement j ai aimé l originalité de l autrice qui a choisi comme héroïne une dame âgée ange gardien à la retraite dont le mari disparaît mystérieusement germine m a faite sourire et la tendresse que dégage le couple me l a rendu attachant j ai aimé découvrir leur passé leurs habitudes et suivre leurs aventures pour gédéon par amour germine saura se dépasser pour le retrouver une nouvelle fois astrid stérin fait preuve d une grande imagination et de créativité pour nous projeter dans son univers on en redemande,5.0,1,667
il était une ville,thomas b reverdy,premier livre de cet auteur que je lis écrivain dont il est dit régulièrement du bien au masque et la plume et voici un roman haletant et captivant dont la construction narrative ajoute à l histoire une impossibilité de le lâcher on pourrait croire à un court oates jones qui ne se termine pas si mal et qui surfe sur l inhumanité et le non sens de l industrie actuelle et de son lot de dommages collatéraux dans un détroit sordide et désolé une vraie réjouissance,5.0,1,464
canicule,jane harper,très bon thriller qui ne cesse de nous embarquer sur de fausses pistes mêlant passé et présent le dénouement de l intrigue principale est surprenante de par son coupable et mobile fin riche en émotions qui résout le mystère du passé mais le laisse cependant en suspens j aurais aimé un chapitre supplémentaire pour clore l histoire,3.5,0,331
lola consultante,ana kori,un feel good rigolo et pas mièvre,5.0,1,33
le premier jour,astrid stérin,astrid stérin nous livre dans ce texte court un paris du futur tout à fait crédible en y apportant sa touche de fantaisie j ai apprécié ce moment aux côtés de childebert suivre ses réflexions ses rêves ses craintes jusqu au dénouement qui donnera un nouveau sens à sa vie,5.0,1,271
les amis de petit renard,nicolas gouny,un très joli livre d enfant les pages sont grandes ce qui laissent la place à de belles images j ai aimé le concept des matières naturelles pour réaliser les illustrations mon fils de 2 ans et demi a vite accroché à l univers,5.0,1,225
avis de tempête,serge brussolo,fan des romans de serge brussolo ce titre ne m a pas paru le meilleur de ses livres mais il tient ses promesses en terme de suspense et d angoisse tour à tour on suit les personnages dans leur peurs et leur folie sans deviner lequel va sombrer en premier et la fin est effectivement surprenante quoique un peu rapide à mon goût,3.0,0,327
la tresse,laetitia colombani,texte dépouillé sans vie sans personnalité avec quelques phrases intelligentes sans que cela soit frappant décevant en tout points il aurait mieux fallu le catégoriser de documentaire la partie inde serait peut être la seule intéressante si ce n était pas un bref index de toutes les horreurs qui s y passent à peine romancées on croirait mon cours sur les femmes et l inde de la fac l autrice a sans nul doute fait des recherches ou alors elle a suivi le même cours que moi mais n a pas su les étoffer le dénouement se voit gros comme une maison cousu de fil blanc les stéréotypes la femme qui veut réussir pour sa carrière etc ou encore les liens les histoires entre les personnages sont eh bien nazes c est mièvre décevant triste fade impersonnel j en ai des pleurs qui me viendraient presque quand je vois les louanges qu on lui fait désolée j ai pas les mots j ai tout à fait cette impression quand je vais dans un resto pour bien manger et qu on me sert du surgelé j ai lu ce livre pendant un job d été très difficile quand je n avais que ça à faire durant les heures creuses mes attentes étaient donc bien basses et il n a pas su les combler je suis retournée bien vite dans les jupons de madame bovary si pénible soit elle elle l est toujours moins que ces affreuses héroïnes dépourvues de toute personnalité et humanité,2.0,-1,1328
salamandre junior n 138 accrobranche avec l écureuil roux,rédaction salamandre jeunesse,le magazine salamandre junior est bien adapté aux jeunes lecteurs les informations essentielles de ce bimensuel sont répétées sous diverses formes bd pages documentaires quizz questions de lecteurs afin qu on puisse retenir l essentiel,4.0,1,235
sous un ciel d or,laura wood,quand bien même le scénario n est pas des plus travaillés le simple fait de se plonger dans la vie rêvée d une jeune fermière qui découvre les paillettes et le champagne de la richesse des années folles fait de ce livre un bonbon sucré qu il est plaisant de découvrir le vocabulaire doré et moelleux utilisé à foison pour décrire tout ce qui est affriolant les murs les gâteaux les soirées fait des descriptions des images détaillées que l ont peut totalement se représenter chouettos en gros,4.0,1,492
ride fast love more,lexie tales,après huit mois de road trip lola fait un arrêt à arden elle rencontre rapidement tygger mécanicien au physique digne d un fantasme mais quel dommage que le rêve bascule dès qu il parle hors de question de partager une étreinte avec lui mais c est sans compter sur la détermination de ce dernier à la mettre dans son lit,4.5,1,320
mitsuba,aki shimazaki,texte court et très poudré de bienséance comme le veut le japon ambiant on y découvre la vie salariale nippone dans les années 90 phénomène qui ne cesse de s étendre depuis et la dure hiérarchie et décence qui y règne c est un plaisir à qui aime une lecture détente courte et agréable,4.0,1,284
couleurs de l incendie,pierre lemaitre,dans l entretien qui suit la lecture pierre lemaître confie creuser des personnages secondaires d au revoir là haut et sa volonté d écrire un roman populaire,3.5,0,157
le grand nada,philippe pourxet,a la découverte de,5.0,1,18
lovecraft country,ruff matt,ce qui est intéressant dans ce roman c est de faire cohabiter une histoire se passant en pleine ségrégation dont les héros sont tous noirs et le nom de lovecraft ceux qui connaissent un peu cet auteur ne sont pas sans savoir que ce dernier à son époque a tenu des propos ouvertement racistes même si je connais peu lovecraft il y a quelques références dans cette oeuvre à son univers mais vraiment peu,3.0,0,401
sale gosse,mathieu palain,un livre sur la protection judiciaire de la jeunesse sur ses éducateurs et sur ses jeunes ensuite le quotidien de wilfried et son parcours cabossé sur plusieurs mois,3.5,0,165
la belle et le fuseau,neil gaiman,superbe album aux dorures délicates la belle et le fuseau associe neil gaiman au scénario et chris riddell au dessin dans l écriture d un conte de fée qui renouvelle les codes du genre,4.0,1,184
le râmâyana,cécile hurbault,le râmâyana est une épopée mythologique indienne un conte fondateur de l hindouisme,4.0,1,83
châteaux de sable,louis henri de la rochefoucauld,cela fait très longtemps que je n ai pas autant souri à la lecture d un livre j espère que vous savourerez les extraits que j ai choisis j ai failli recopier des pages entières tellement j appréciais l esprit si caractéristique du xviii siècle de cet auteur louis henry de la rochefoucauld est drôle ne se prend jamais au sérieux et manie l ironie aussi bien que voltaire que pourtant il déteste mieux que l ironie je parlerai plutôt d humour car l auteur n a aucune pitié pour lui ni pour les descendants de sa si noble famille,5.0,1,528
haute alchimie,marie meyer,tout d abord je tiens à remercier cherry publishing pour l envoi de ce service presse,3.0,0,85
l enfant des maures,frédérick d onaglia,un roman du terroir avec une intrigue policière touchant à des secrets enfouis depuis plus de trente ans,1.5,-1,104
le royaume de feanolis tome 1 5 une semaine pas comme les autres,lyly ford,ce hs peut être lu indépendamment de la saga mais je te conseille d avoir lu le tome 1 avant afin de mieux comprendre les clins d oeil de l auteure,5.0,1,147
